"","id","Area.of.residence","Area.of.workplace","All","Rail","Bus","taxi","motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","avslope","dist","cirquity","dist_fast","dist_quiet","distq_f","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label_o","geo_label_d","time_fast","time_quiet","co2_saving","busyness","avslope_q","clc"
"77307","E02002827 E02002843","E02002827","E02002843",157,0,20,0,0,77,45,3,8,4,1.44678412834837,5.40000009536743,1.2927777549465,6.981,7.391,1.05873084085375,10.0799999237061,7.07999992370605,7.63000011444092,-0.370000004768372,73.4899978637695,-3.50999999046326,3.75,0.75,7.94999980926514,-0.0500000007450581,76.6600036621094,-0.340000003576279,40.0900001525879,37.0900001525879,6.07000017166138,-1.92999994754791,58.4599990844727,-18.5400009155273,58.9199981689453,55.9199981689453,5.09999990463257,-2.90000009536743,49.0200004577637,-27.9799995422363,-0.00193999998737127,3596,-0.00659999996423721,12238,-0.00466000009328127,8642,-0.00230999989435077,4279,-0.000369999994290993,683,-0.0310699995607138,57652,-0.0291399993002415,54056,-0.0280000008642673,51940,-0.0260600000619888,48344,-0.00130000000353903,4200,-0.00441000005230308,14233,-0.00310999993234873,10033,-0.00155000004451722,4998,-0.000250000011874363,798,-0.0207599997520447,67041,-0.0194600000977516,62841,-0.0191500000655651,61840,-0.017850000411272,57640,-477,-1724,-1247,-596,-119,-7076,-6599,-10437,-9960,"Leicester 001","Leicester 017",3038,3406,1301,15305,0.0117710729265323,1.91082802547771
"77308","E02002827 E02002844","E02002827","E02002844",159,0,22,1,1,83,27,17,6,2,1.43319463707813,5.19999980926514,1.24788466115675,6.489,7.248,1.1169671752196,24.0799999237061,7.07999992370605,5.69000005722046,-0.310000002384186,78.870002746582,-4.13000011444092,20.0799999237061,3.07999992370605,5.82999992370605,-0.170000001788139,81.2099990844727,-1.78999996185303,41.2599983215332,24.2600002288818,5.09999990463257,-0.899999976158142,68.8099975585938,-14.1899995803833,60.8400001525879,43.8400001525879,4.25,-1.75,57.3699989318848,-25.6299991607666,-0.0104200001806021,19334,-0.0148400003090501,27537,-0.00442000012844801,8203,-0.011850000359118,21975,-0.00141999998595566,2641,-0.0287800002843142,53390,-0.0183600001037121,34056,-0.030349999666214,56305,-0.0199299994856119,36971,-0.00690999999642372,22306,-0.00982000026851892,31717,-0.00291000003926456,9411,-0.00784999970346689,25360,-0.000950000016018748,3054,-0.0189699996262789,61267,-0.0120700001716614,38961,-0.0202300008386374,65338,-0.0133300004526973,43032,-3289,-4658,-1369,-3884,-595,-7987,-4698,-11778,-8489,"Leicester 001","Leicester 018",2814,3334,1210,14527,0.0106236203090508,10.6918238993711
"77309","E02002827 E02002845","E02002827","E02002845",124,0,24,1,0,77,15,2,3,2,1.14684322534878,6.80000019073486,1.24382349452346,8.458,9.281,1.09730432726413,6.90999984741211,4.90999984741211,2.88000011444092,-0.119999997317791,73.9100036621094,-3.08999991416931,2.24000000953674,0.239999994635582,2.99000000953674,-0.00999999977648258,76.8600006103516,-0.140000000596046,26.1100006103516,24.1100006103516,2.40000009536743,-0.600000023841858,61.810001373291,-15.1899995803833,40.9700012207031,38.9700012207031,2.02999997138977,-0.970000028610229,52.4199981689453,-24.5799999237061,-0.00171999994199723,3195,-0.00590999983251095,10969,-0.0041899997740984,7774,-0.00187999999616295,3479,-0.000150000007124618,284,-0.0263400003314018,48876,-0.0246200002729893,45681,-0.0263199992477894,48833,-0.0245999991893768,45638,-0.00112999998964369,3641,-0.00389000005088747,12544,-0.00276000006124377,8903,-0.0012300000526011,3971,-9.99999974737875e-05,330,-0.0173499993979931,56031,-0.01621999964118,52390,-0.0175700001418591,56748,-0.0164500009268522,53107,-558,-1902,-1344,-620,-62,-7159,-6601,-11239,-10681,"Leicester 001","Leicester 019",3816,4202,1577,23751,0.00980497791186295,1.61290322580645
"77310","E02002827 E02002846","E02002827","E02002846",95,0,7,0,2,59,15,5,7,0,1.00415512465374,4.26999998092651,1.3526932144732,5.776,6.135,1.06215373961219,10.0200004577637,5.01999998092651,6.61999988555908,-0.379999995231628,55.7000007629395,-3.29999995231628,5.94999980926514,0.949999988079071,6.96999979019165,-0.0299999993294477,58.3199996948242,-0.680000007152557,28.9699993133545,23.9699993133545,5.21999979019165,-1.77999997138977,43.189998626709,-15.8100004196167,39.4500007629395,34.4500007629395,4.38000011444092,-2.61999988555908,36.3499984741211,-22.6499996185303,-0.00257000001147389,4761,-0.00518999993801117,9631,-0.00263000000268221,4870,-0.00298000010661781,5529,-0.000410000007832423,768,-0.0175299998372793,32516,-0.0149600002914667,27755,-0.0147099997848272,27298,-0.0121499998494983,22537,-0.00171999994199723,5537,-0.00346000003628433,11175,-0.00175000005401671,5638,-0.00199000001884997,6408,-0.000269999989541247,871,-0.011680000461638,37708,-0.00996000040322542,32171,-0.0100299995392561,32396,-0.00832000002264977,26859,-969,-1955,-986,-1168,-199,-5697,-4728,-7745,-6776,"Leicester 001","Leicester 020",2296,2596,1077,9221,0.00814995925020375,5.26315789473684
"77311","E02002827 E02002847","E02002827","E02002847",117,1,12,1,0,72,22,0,8,1,1.53218831088595,6.32000017166138,1.28053793990207,8.093,8.713,1.0766094155443,4.1100001335144,4.1100001335144,7.71999979019165,-0.280000001192093,69.4700012207031,-2.52999997138977,0,0,8,0,72,0,23.2700004577637,23.2700004577637,6.40999984741211,-1.5900000333786,57.689998626709,-14.3100004196167,38.5999984741211,38.5999984741211,5.3600001335144,-2.64000010490417,48.2599983215332,-23.7399997711182,0,0,-0.00291000003926456,5407,-0.00291000003926456,5407,0,0,0,0,-0.0196499992161989,36459,-0.0196499992161989,36459,-0.0187899991869926,34869,-0.0187899991869926,34869,0,0,-0.00199000001884997,6423,-0.00199000001884997,6423,0,0,0,0,-0.0134600000455976,43460,-0.0134600000455976,43460,-0.0134500004351139,43439,-0.0134500004351139,43439,0,-1007,-1007,0,0,-5705,-5705,-9468,-9468,"Leicester 001","Leicester 021",3510,3858,1509,17197,0.00895214047974291,0
"77313","E02002827 E02002849","E02002827","E02002849",128,0,25,1,0,64,20,10,8,0,1.48054811781383,4.90999984741211,1.29307539660034,6.349,7.3,1.14978736808946,15.6899995803833,5.69000005722046,7.6100001335144,-0.389999985694885,60.9199981689453,-3.07999992370605,14.5500001907349,4.55000019073486,7.69000005722046,-0.310000002384186,61.5299987792969,-2.47000002861023,33.5,23.5,6.40000009536743,-1.60000002384186,51.2400016784668,-12.7600002288818,49.3600006103516,39.3600006103516,5.32999992370605,-2.67000007629395,42.6399993896484,-21.3600006103516,-0.00577000016346574,10695,-0.00903999991714954,16766,-0.00326999998651445,6071,-0.00774999987334013,14376,-0.00197999994270504,3681,-0.0218400005251169,40512,-0.0160700008273125,29817,-0.0212999992072582,39517,-0.01554000005126,28822,-0.00384999997913837,12418,-0.00602999981492758,19472,-0.00218000006861985,7054,-0.0051699997857213,16698,-0.00132999999914318,4280,-0.0146000003442168,47146,-0.0107599999755621,34728,-0.0145399998873472,46950,-0.0106899999082088,34532,-1741,-2735,-994,-2538,-797,-5855,-4114,-8630,-6889,"Leicester 001","Leicester 023",2770,2940,1184,11187,0.00986301369863014,7.8125
"77321","E02002827 E02005336","E02002827","E02005336",110,1,3,0,2,85,11,8,0,0,0.889612830472372,6.28000020980835,1.27085983015334,7.981,8.243,1.03282796642025,13.0500001907349,5.05000019073486,0,0,80.7900009155273,-4.21000003814697,11.25,3.25,0,0,82.2900009155273,-2.71000003814697,26.9699993133545,18.9699993133545,0,0,69.2300033569336,-15.7700004577637,39.4500007629395,31.4500007629395,0,0,58.8199996948242,-26.1800003051758,-0.00620000017806888,11499,-0.00999000016599894,18528,-0.00378999998793006,7029,-0.00827999971807003,15362,-0.00208000000566244,3863,-0.021619999781251,40113,-0.0154200000688434,28614,-0.0226700007915497,42066,-0.0164800006896257,30567,-0.00398000003769994,12867,-0.00641999999061227,20732,-0.00243999995291233,7865,-0.00531999999657273,17189,-0.0013399999588728,4322,-0.0138999996706843,44882,-0.00990999955683947,32015,-0.014580000191927,47068,-0.0105900000780821,34201,-2728,-4439,-1711,-3828,-1100,-9137,-6409,-13365,-10637,"Leicester 001","Blaby 004",3348,3694,1488,15701,0.00909862913987626,7.27272727272727
"77322","E02002827 E02005338","E02002827","E02005338",121,1,8,0,3,93,11,2,3,0,0.982250560055144,10,1.1606,11.606,12.063,1.03937618473204,5.32000017166138,3.3199999332428,2.92000007629395,-0.0799999982118607,90.4100036621094,-2.58999991416931,2.45000004768372,0.449999988079071,3,0,92.5599975585938,-0.439999997615814,15.3900003433228,13.3900003433228,2.65000009536743,-0.349999994039536,82.6399993896484,-10.3599996566772,28.9799995422363,26.9799995422363,2.30999994277954,-0.689999997615814,72.0100021362305,-20.9899997711182,-0.00209999992512167,3895,-0.00571999978274107,10610,-0.00362000009045005,6715,-0.00252000009641051,4680,-0.000419999996665865,785,-0.0186199992895126,34543,-0.0165199991315603,30648,-0.0230500008910894,42769,-0.0209500007331371,38874,-0.00138000003062189,4461,-0.00378999998793006,12225,-0.00240000011399388,7764,-0.0016499999910593,5339,-0.000269999989541247,878,-0.012419999577105,40091,-0.0110299997031689,35630,-0.0156699996441603,50585,-0.0142799997702241,46124,-990,-2518,-1528,-1248,-258,-7096,-6106,-13366,-12376,"Leicester 001","Blaby 006",4946,5436,2163,61160,0.00911879300339882,1.65289256198347
"77329","E02002827 E02005365","E02002827","E02005365",132,0,4,3,2,90,15,12,5,1,1.10282696489593,4.82999992370605,1.33291927571298,6.438,7.464,1.15936626281454,18.7999992370605,6.80000019073486,4.71999979019165,-0.280000001192093,84.9000015258789,-5.09999990463257,18.3400001525879,6.34000015258789,4.71000003814697,-0.28999999165535,85.2699966430664,-4.73000001907349,38.3899993896484,26.3899993896484,3.86999988555908,-1.12999999523163,70.2399978637695,-19.7600002288818,53.0400009155273,41.0400009155273,3.25999999046326,-1.74000000953674,59.2400016784668,-30.7600002288818,-0.00669999979436398,12437,-0.0105100004002452,19496,-0.00380999990738928,7059,-0.00947999954223633,17594,-0.002779999980703,5157,-0.0219199992716312,40663,-0.0152099998667836,28226,-0.0208100005984306,38611,-0.0141099998727441,26174,-0.00439999997615814,14222,-0.00690999999642372,22313,-0.00251000002026558,8091,-0.00624000001698732,20145,-0.00182999996468425,5923,-0.014469999819994,46711,-0.0100600002333522,32489,-0.0138999996706843,44897,-0.0094999996945262,30675,-2974,-4651,-1677,-4528,-1554,-9471,-6497,-13086,-10112,"Leicester 001","Charnwood 021",2444,3102,1200,24173,0.0121918542336549,9.09090909090909
"77338","E02002827 E02006819","E02002827","E02006819",99,0,9,3,1,60,16,9,1,0,0.766839378238342,3.98000001907349,1.21231155197914,4.825,5.188,1.07523316062176,15.6700000762939,6.67000007629395,0.920000016689301,-0.0799999982118607,55.5800018310547,-4.42000007629395,9,0,1,0,60,0,37.6399993896484,28.6399993896484,0.709999978542328,-0.28999999165535,40.5499992370605,-19.4500007629395,45.9599990844727,36.9599990844727,0.610000014305115,-0.389999985694885,35.060001373291,-24.9400005340576,-0.00449000019580126,8339,-0.00784000009298325,14550,-0.00334999989718199,6211,-0.00449000019580126,8339,0,0,-0.022129999473691,41058,-0.0176400002092123,32719,-0.0206400007009506,38286,-0.0161400008946657,29947,-0.00289999996311963,9349,-0.00504999980330467,16309,-0.00215999991632998,6960,-0.00289999996311963,9349,0,0,-0.0142500000074506,46005,-0.0113500002771616,36656,-0.0132900001481175,42919,-0.0104000000283122,33570,-1367,-2464,-1097,-1367,0,-6185,-4818,-7546,-6179,"Leicester 001","Leicester 039",2074,2202,899,7784,0.00597532767925983,9.09090909090909
"77340","E02002827 E02006850","E02002827","E02006850",183,0,56,2,1,93,14,7,10,0,1.24965287420161,5.42999982833862,1.32633521688408,7.202,7.923,1.10011108025548,15.0500001907349,8.05000019073486,9.51000022888184,-0.490000009536743,88.8000030517578,-4.19999980926514,12.4399995803833,5.44000005722046,9.80000019073486,-0.200000002980232,89.9400024414062,-3.05999994277954,45.4700012207031,38.4700012207031,8.25,-1.75,71.9199981689453,-21.0799999237061,67.6399993896484,60.6399993896484,6.90000009536743,-3.09999990463257,60.3499984741211,-32.6500015258789,-0.00364000000990927,6757,-0.00896000023931265,16626,-0.00531999999657273,9869,-0.0065399999730289,12124,-0.00288999988697469,5367,-0.0351199992001057,65149,-0.031470000743866,58392,-0.032770000398159,60800,-0.0291300006210804,54043,-0.00263000000268221,8487,-0.00619000010192394,19987,-0.00356000009924173,11500,-0.00453000003471971,14640,-0.00190999999176711,6153,-0.0235200002789497,75936,-0.020889999344945,67449,-0.0225000008940697,72660,-0.0198699999600649,64173,-937,-2469,-1532,-2057,-1120,-8642,-7705,-12866,-11929,"Leicester 001","Leicester 040",3012,3176,1343,11421,0.00858260759813202,3.82513661202186
