"","id","Area.of.residence","Area.of.workplace","All","Rail","Bus","taxi","motorbike","Car_driver","Car_passenger","Bicycle","Foot","Other","avslope","dist","cirquity","dist_fast","dist_quiet","distq_f","govtarget_slc","govtarget_sic","govtarget_slw","govtarget_siw","govtarget_sld","govtarget_sid","gendereq_slc","gendereq_sic","gendereq_slw","gendereq_siw","gendereq_sld","gendereq_sid","dutch_slc","dutch_sic","dutch_slw","dutch_siw","dutch_sld","dutch_sid","ebike_slc","ebike_sic","ebike_slw","ebike_siw","ebike_sld","ebike_sid","base_sldeath_webtag","base_slvalue_webtag","govtarget_sldeath_webtag","govtarget_slvalue_webtag","govtarget_sideath_webtag","govtarget_sivalue_webtag","gendereq_sldeath_webtag","gendereq_slvalue_webtag","gendereq_sideath_webtag","gendereq_sivalue_webtag","dutch_sldeath_webtag","dutch_slvalue_webtag","dutch_sideath_webtag","dutch_sivalue_webtag","ebike_sldeath_webtag","ebike_slvalue_webtag","ebike_sideath_webtag","ebike_sivalue_webtag","base_sldeath_heat","base_slvalue_heat","govtarget_sldeath_heat","govtarget_slvalue_heat","govtarget_sideath_heat","govtarget_sivalue_heat","gendereq_sldeath_heat","gendereq_slvalue_heat","gendereq_sideath_heat","gendereq_sivalue_heat","dutch_sldeath_heat","dutch_slvalue_heat","dutch_sideath_heat","dutch_sivalue_heat","ebike_sldeath_heat","ebike_slvalue_heat","ebike_sideath_heat","ebike_sivalue_heat","base_slco2","govtarget_slco2","govtarget_sico2","gendereq_slco2","gendereq_sico2","dutch_slco2","dutch_sico2","ebike_slco2","ebike_sico2","geo_label_o","geo_label_d","time_fast","time_quiet","co2_saving","busyness","avslope_q","clc"
"96089","E02003581 E02003592","E02003581","E02003592",78,0,11,0,3,53,4,0,6,1,2.24381941956288,18.0699996948242,1.23563920183105,22.328,NA,NA,0.540000021457672,0.540000021457672,5.96000003814697,-0.0399999991059303,52.6300010681152,-0.370000004768372,0,0,6,0,53,0,1.27999997138977,1.27999997138977,5.90000009536743,-0.100000001490116,52.1300010681152,-0.870000004768372,5.69000005722046,5.69000005722046,5.55999994277954,-0.439999997615814,49.1300010681152,-3.86999988555908,0,0,-0.00135000003501773,2497,-0.00135000003501773,2497,0,0,0,0,-0.00240000011399388,4459,-0.00240000011399388,4459,-0.006010000128299,11154,-0.006010000128299,11154,0,0,-0.000650000001769513,2090,-0.000650000001769513,2090,0,0,0,0,-0.00130999996326864,4222,-0.00130999996326864,4222,-0.00499999988824129,16130,-0.00499999988824129,16130,0,-409,-409,0,0,-972,-972,-4337,-4337,"Isle of Wight 001","Isle of Wight 012",10406,NA,4162,71791,NA,0
"96090","E02003581 E02003593","E02003581","E02003593",111,0,5,0,3,87,6,6,3,1,2.58154274230948,10.4899997711182,1.23336513653907,12.938,NA,NA,7.3600001335144,1.36000001430511,2.96000003814697,-0.0399999991059303,85.870002746582,-1.12999999523163,8.98999977111816,2.99000000953674,2.96000003814697,-0.0399999991059303,84.5400009155273,-2.46000003814697,6.55999994277954,0.560000002384186,2.97000002861023,-0.0299999993294477,86.5299987792969,-0.469999998807907,17.5699996948242,11.5699996948242,2.65000009536743,-0.349999994039536,77.4100036621094,-9.59000015258789,-0.00987999979406595,18329,-0.0120999999344349,22453,-0.00221999990753829,4124,-0.0127900000661612,23720,-0.00291000003926456,5391,-0.0105600003153086,19592,-0.00067999999737367,1263,-0.0192099995911121,35640,-0.00932999979704618,17311,-0.00656000012531877,21179,-0.00803999975323677,25970,-0.00147999997716397,4791,-0.00846000015735626,27309,-0.0019000000320375,6130,-0.00702999997884035,22698,-0.000469999999040738,1519,-0.012980000115931,41918,-0.00641999999061227,20739,-3252,-3990,-738,-4865,-1613,-3557,-305,-9535,-6283,"Isle of Wight 001","Isle of Wight 013",6554,NA,2412,39834,NA,5.40540540540541
"96091","E02003581 E02003594","E02003581","E02003594",63,0,6,0,1,45,8,0,2,1,2.50513347022587,14.8100004196167,1.31532744416385,19.48,NA,NA,0.449999988079071,0.449999988079071,1.99000000953674,-0.00999999977648258,44.6800003051758,-0.319999992847443,0,0,2,0,45,0,1.28999996185303,1.28999996185303,1.96000003814697,-0.0399999991059303,44.0800018310547,-0.920000016689301,5.26999998092651,5.26999998092651,1.83000004291534,-0.170000001788139,41.2400016784668,-3.75999999046326,0,0,-0.00107999995816499,2005,-0.00107999995816499,2005,0,0,0,0,-0.0024600001052022,4561,-0.0024600001052022,4561,-0.00632999977096915,11743,-0.00632999977096915,11743,0,0,-0.000549999997019768,1785,-0.000549999997019768,1785,0,0,0,0,-0.00135999999474734,4402,-0.00135999999474734,4402,-0.00443000020459294,14309,-0.00443000020459294,14309,0,-311,-311,0,0,-902,-902,-3688,-3688,"Isle of Wight 001","Isle of Wight 014",9882,NA,3631,75511,NA,0
"96092","E02003581 E02003595","E02003581","E02003595",106,0,9,0,2,79,4,3,9,0,2.55751794979299,15.0500001907349,1.2678405154936,19.081,NA,NA,3.75,0.75,8.93000030517578,-0.0700000002980232,78.4300003051758,-0.569999992847443,4.34999990463257,1.35000002384186,8.92000007629395,-0.0799999982118607,77.8600006103516,-1.13999998569489,3,0,9,0,79,0,8.92000007629395,5.92000007629395,8.47999954223633,-0.519999980926514,74.4800033569336,-4.51999998092651,-0.00639000022783875,11847,-0.00796999968588352,14782,-0.00158000004012138,2935,-0.00812999997287989,15091,-0.00175000005401671,3244,-0.00639000022783875,11847,0,0,-0.0119500001892447,22162,-0.00555999996140599,10315,-0.00359000009484589,11585,-0.00448000011965632,14468,-0.000890000024810433,2883,-0.00453000003471971,14632,-0.000939999998081475,3047,-0.00359000009484589,11585,0,0,-0.00829000025987625,26753,-0.00469999993219972,15168,-2261,-2819,-558,-3373,-1112,-2261,0,-6657,-4396,"Isle of Wight 001","Isle of Wight 015",9592,NA,3557,90748,NA,2.83018867924528
"96093","E02003581 E02003596","E02003581","E02003596",60,0,10,0,2,39,6,0,3,0,2.51352515918993,16.1299991607666,1.29491637239535,20.887,NA,NA,0.389999985694885,0.389999985694885,2.98000001907349,-0.0199999995529652,38.75,-0.25,0,0,3,0,39,0,1,1,2.95000004768372,-0.0500000007450581,38.3499984741211,-0.649999976158142,4.46000003814697,4.46000003814697,2.77999997138977,-0.219999998807907,36.0999984741211,-2.90000009536743,0,0,-0.000989999971352518,1842,-0.000989999971352518,1842,0,0,0,0,-0.00193000002764165,3579,-0.00193000002764165,3579,-0.00506999995559454,9400,-0.00506999995559454,9400,0,0,-0.00047999998787418,1550,-0.00047999998787418,1550,0,0,0,0,-0.00104999996256083,3379,-0.00104999996256083,3379,-0.00380000006407499,12258,-0.00380000006407499,12258,0,-271,-271,0,0,-695,-695,-3091,-3091,"Isle of Wight 001","Isle of Wight 016",10538,NA,3894,95415,NA,0
"96094","E02003581 E02003597","E02003581","E02003597",51,0,2,0,0,41,3,1,3,1,2.25074930724425,15.7799997329712,1.12059570971048,17.683,NA,NA,1.44000005722046,0.439999997615814,2.97000002861023,-0.0299999993294477,40.6399993896484,-0.360000014305115,1.57000005245209,0.569999992847443,2.94000005722046,-0.0599999986588955,40.5999984741211,-0.400000005960464,2.11999988555908,1.12000000476837,2.94000005722046,-0.0599999986588955,40.0499992370605,-0.949999988079071,5.07999992370605,4.07999992370605,2.78999996185303,-0.209999993443489,37.5499992370605,-3.45000004768372,-0.00188999995589256,3515,-0.00282999989576638,5245,-0.000929999980144203,1730,-0.00252000009641051,4669,-0.000620000006165355,1154,-0.00377999991178513,7009,-0.00187999999616295,3494,-0.00609999988228083,11313,-0.00419999985024333,7798,-0.0011800000211224,3820,-0.00171999994199723,5565,-0.000539999979082495,1745,-0.00156999996397644,5075,-0.000390000001061708,1255,-0.00234999996609986,7582,-0.00116999994497746,3762,-0.00429000006988645,13862,-0.00310999993234873,10042,-629,-957,-328,-988,-359,-1488,-859,-3759,-3130,"Isle of Wight 001","Isle of Wight 017",8988,NA,3296,80402,NA,1.96078431372549
"96095","E02003581 E02003598","E02003581","E02003598",44,0,1,0,3,37,0,0,2,1,2.71448299672018,18.7600002288818,1.23518122160392,23.172,NA,NA,0.25,0.25,1.99000000953674,-0.00999999977648258,36.7900009155273,-0.209999993443489,0,0,2,0,37,0,0.550000011920929,0.550000011920929,1.98000001907349,-0.0199999995529652,36.5400009155273,-0.46000000834465,2.8199999332428,2.8199999332428,1.87000000476837,-0.129999995231628,34.6300010681152,-2.36999988555908,0,0,-0.000720000010915101,1326,-0.000720000010915101,1326,0,0,0,0,-0.0011800000211224,2193,-0.0011800000211224,2193,-0.00362000009045005,6717,-0.00362000009045005,6717,0,0,-0.000310000003082678,1001,-0.000310000003082678,1001,0,0,0,0,-0.000569999974686652,1855,-0.000569999974686652,1855,-0.00267999991774559,8654,-0.00267999991774559,8654,0,-249,-249,0,0,-544,-544,-2801,-2801,"Isle of Wight 001","Isle of Wight 018",12230,NA,4320,112353,NA,0
"96096","E02003582 E02003583","E02003582","E02003583",320,0,7,0,6,176,14,50,64,3,2.91176470588235,2.01999998092651,1.6831683327247,3.4,NA,NA,60.5200004577637,10.5200004577637,61.4500007629395,-2.54999995231628,169.179992675781,-6.82000017166138,58.9300003051758,8.93000030517578,61.7000007629395,-2.29999995231628,170.309997558594,-5.69000005722046,78.1699981689453,28.1700000762939,58.5099983215332,-5.48999977111816,156.809997558594,-19.1900005340576,124.879997253418,74.879997253418,47.2099990844727,-16.7900009155273,126.519996643066,-49.4799995422363,-0.0102899996563792,19093,-0.0126799996942282,23517,-0.00239000003784895,4424,-0.011400000192225,21141,-0.00109999999403954,2048,-0.016380000859499,30387,-0.00608999980613589,11294,-0.0171000007539988,31732,-0.00681000016629696,12639,-0.0071000000461936,22917,-0.00872000027447939,28160,-0.00161999999545515,5243,-0.00784999970346689,25360,-0.000760000024456531,2443,-0.0111699998378754,36077,-0.0040799998678267,13160,-0.0119799999520183,38686,-0.00487999990582466,15769,-5410,-6566,-1156,-6382,-972,-8597,-3187,-13737,-8327,"Isle of Wight 002","Isle of Wight 003",5556,NA,634,7703,NA,15.625
"96097","E02003582 E02003584","E02003582","E02003584",86,0,5,0,7,62,4,2,5,1,2.71511166534407,11.0200004577637,1.60090737451568,17.642,NA,NA,2.64000010490417,0.639999985694885,4.96000003814697,-0.0399999991059303,61.5200004577637,-0.479999989271164,2.70000004768372,0.699999988079071,5,0,61.3800010681152,-0.620000004768372,3.30999994277954,1.30999994277954,4.88000011444092,-0.119999997317791,61.1399993896484,-0.860000014305115,8.07999992370605,6.07999992370605,4.53999996185303,-0.46000000834465,57.7799987792969,-4.21999979019165,-0.00468999985605478,8697,-0.00602000020444393,11174,-0.0013399999588728,2477,-0.00563000002875924,10436,-0.000939999998081475,1739,-0.00664999987930059,12345,-0.00197000009939075,3648,-0.0102500002831221,19009,-0.00555999996140599,10312,-0.00254000001586974,8187,-0.00331999990157783,10707,-0.000780000002123415,2520,-0.00304000009782612,9824,-0.000509999983478338,1637,-0.00386000005528331,12477,-0.00132999999914318,4290,-0.00700000021606684,22603,-0.00445999996736646,14416,-1590,-2015,-425,-2143,-553,-2358,-768,-5363,-3773,"Isle of Wight 002","Isle of Wight 004",9076,NA,3289,83905,NA,2.32558139534884
"96098","E02003582 E02003585","E02003582","E02003585",97,0,3,0,5,82,2,3,2,0,2.35005538851084,6.78000020980835,1.86401174172784,12.638,NA,NA,4.34999990463257,1.35000002384186,1.97000002861023,-0.0299999993294477,80.8199996948242,-1.17999994754791,4.71000003814697,1.71000003814697,1.95000004768372,-0.0500000007450581,80.5199966430664,-1.48000001907349,6.15999984741211,3.16000008583069,1.95000004768372,-0.0500000007450581,79.2300033569336,-2.76999998092651,16.4799995422363,13.4799995422363,1.73000001907349,-0.270000010728836,70.2200012207031,-11.7799997329712,-0.00481999991461635,8940,-0.00701999990269542,13022,-0.00219999998807907,4082,-0.0063999998383224,11877,-0.00158000004012138,2937,-0.00891000032424927,16530,-0.00408999994397163,7590,-0.0159000009298325,29492,-0.0110799996182323,20552,-0.00320999999530613,10363,-0.00466000009328127,15061,-0.00144999998155981,4698,-0.00425999984145164,13767,-0.00104999996256083,3404,-0.0059000002220273,19048,-0.00268999999389052,8685,-0.0106499996036291,34390,-0.00743999984115362,24027,-1668,-2426,-758,-2621,-953,-3450,-1782,-9240,-7572,"Isle of Wight 002","Isle of Wight 005",6022,NA,2356,58167,NA,3.09278350515464
"96099","E02003582 E02003586","E02003582","E02003586",64,0,1,0,1,58,1,1,1,1,2.67012235549394,10.1700000762939,1.63136675275679,16.591,NA,NA,1.50999999046326,0.509999990463257,0.990000009536743,-0.00999999977648258,57.5299987792969,-0.469999998807907,1.61000001430511,0.610000014305115,0.990000009536743,-0.00999999977648258,57.4500007629395,-0.550000011920929,1.78999996185303,0.790000021457672,0.990000009536743,-0.00999999977648258,57.25,-0.75,6.57999992370605,5.57999992370605,0.920000016689301,-0.0799999982118607,52.8400001525879,-5.15999984741211,-0.00213999999687076,3973,-0.00325000006705523,6028,-0.00110999995376915,2055,-0.00289999996311963,5373,-0.000750000006519258,1400,-0.00350999995134771,6512,-0.00136999995447695,2539,-0.00827999971807003,15357,-0.00614000018686056,11384,-0.00124999997206032,4038,-0.00188999995589256,6113,-0.00063999998383224,2075,-0.00168999994639307,5460,-0.00044000000343658,1422,-0.00209999992512167,6786,-0.000850000011269003,2748,-0.0053400001488626,17256,-0.00408999994397163,13218,-759,-1157,-398,-1224,-465,-1394,-635,-5116,-4357,"Isle of Wight 002","Isle of Wight 006",8458,NA,3093,78930,NA,1.5625
"96100","E02003582 E02003587","E02003582","E02003587",76,0,2,0,0,60,10,3,1,0,2.9709195703432,11.4200000762939,1.6711908820051,19.085,NA,NA,3.5,0.5,0.990000009536743,-0.00999999977648258,59.5900001525879,-0.409999996423721,3.97000002861023,0.970000028610229,0.990000009536743,-0.00999999977648258,59.2000007629395,-0.800000011920929,3,0,1,0,60,0,6.3600001335144,3.35999989509583,0.949999988079071,-0.0500000007450581,57.2400016784668,-2.75999999046326,-0.00728000001981854,13505,-0.00848000030964613,15730,-0.00120000005699694,2225,-0.00863000005483627,16005,-0.00135000003501773,2500,-0.00728000001981854,13505,0,0,-0.0114200003445148,21184,-0.00413999985903502,7679,-0.00377999991178513,12192,-0.00439999997615814,14201,-0.000620000006165355,2009,-0.00448000011965632,14448,-0.000699999975040555,2256,-0.00377999991178513,12192,0,0,-0.0065399999730289,21119,-0.00276000006124377,8927,-2321,-2703,-382,-3071,-750,-2321,0,-4929,-2608,"Isle of Wight 002","Isle of Wight 007",9514,NA,3558,67455,NA,3.94736842105263
